tool	rank	metric	sample	value
Gold standard	strain	Shannon equitability	6	0.33938683563158356
Gold standard	superkingdom	True positives	6	1.0
Gold standard	superkingdom	False negatives	6	0.0
Gold standard	superkingdom	False positives	6	0.0
Gold standard	superkingdom	Purity (precision)	6	1.0
Gold standard	superkingdom	Completeness (recall)	6	1.0
Gold standard	superkingdom	F1 score	6	1.0
Gold standard	superkingdom	Jaccard index	6	1.0
Gold standard	superkingdom	Taxon counts	6	1.0
Gold standard	phylum	True positives	6	5.0
Gold standard	phylum	False negatives	6	0.0
Gold standard	phylum	False positives	6	0.0
Gold standard	phylum	Purity (precision)	6	1.0
Gold standard	phylum	Completeness (recall)	6	1.0
Gold standard	phylum	F1 score	6	1.0
Gold standard	phylum	Jaccard index	6	1.0
Gold standard	phylum	Taxon counts	6	5.0
Gold standard	class	True positives	6	11.0
Gold standard	class	False negatives	6	0.0
Gold standard	class	False positives	6	0.0
Gold standard	class	Purity (precision)	6	1.0
Gold standard	class	Completeness (recall)	6	1.0
Gold standard	class	F1 score	6	1.0
Gold standard	class	Jaccard index	6	1.0
Gold standard	class	Taxon counts	6	11.0
Gold standard	order	True positives	6	14.0
Gold standard	order	False negatives	6	0.0
Gold standard	order	False positives	6	0.0
Gold standard	order	Purity (precision)	6	1.0
Gold standard	order	Completeness (recall)	6	1.0
Gold standard	order	F1 score	6	1.0
Gold standard	order	Jaccard index	6	1.0
Gold standard	order	Taxon counts	6	14.0
Gold standard	family	True positives	6	29.0
Gold standard	family	False negatives	6	0.0
Gold standard	family	False positives	6	0.0
Gold standard	family	Purity (precision)	6	1.0
Gold standard	family	Completeness (recall)	6	1.0
Gold standard	family	F1 score	6	1.0
Gold standard	family	Jaccard index	6	1.0
Gold standard	family	Taxon counts	6	29.0
Gold standard	genus	True positives	6	69.0
Gold standard	genus	False negatives	6	0.0
Gold standard	genus	False positives	6	0.0
Gold standard	genus	Purity (precision)	6	1.0
Gold standard	genus	Completeness (recall)	6	1.0
Gold standard	genus	F1 score	6	1.0
Gold standard	genus	Jaccard index	6	1.0
Gold standard	genus	Taxon counts	6	69.0
Gold standard	species	True positives	6	213.0
Gold standard	species	False negatives	6	0.0
Gold standard	species	False positives	6	0.0
Gold standard	species	Purity (precision)	6	1.0
Gold standard	species	Completeness (recall)	6	1.0
Gold standard	species	F1 score	6	1.0
Gold standard	species	Jaccard index	6	1.0
Gold standard	species	Taxon counts	6	213.0
Gold standard	strain	True positives	6	259.0
Gold standard	strain	False negatives	6	0.0
Gold standard	strain	False positives	6	0.0
Gold standard	strain	Purity (precision)	6	1.0
Gold standard	strain	Completeness (recall)	6	1.0
Gold standard	strain	F1 score	6	1.0
Gold standard	strain	Jaccard index	6	1.0
Gold standard	strain	Taxon counts	6	259.0
Gold standard	superkingdom	L1 norm error	6	0.0
Gold standard	phylum	L1 norm error	6	0.0
Gold standard	class	L1 norm error	6	0.0
Gold standard	order	L1 norm error	6	0.0
Gold standard	family	L1 norm error	6	0.0
Gold standard	genus	L1 norm error	6	0.0
Gold standard	species	L1 norm error	6	0.0
Gold standard	strain	L1 norm error	6	0.0
Gold standard	na	Weighted UniFrac error	6	0.0
Gold standard	na	Unweighted UniFrac error	6	0.0
Gold standard	superkingdom	Bray-Curtis distance	7	0.0
Gold standard	phylum	Bray-Curtis distance	7	0.0
Gold standard	class	Bray-Curtis distance	7	0.0
Gold standard	order	Bray-Curtis distance	7	0.0
Gold standard	family	Bray-Curtis distance	7	0.0
Gold standard	genus	Bray-Curtis distance	7	0.0
Gold standard	species	Bray-Curtis distance	7	0.0
Gold standard	strain	Bray-Curtis distance	7	0.0
Gold standard	superkingdom	Shannon diversity	7	0.0
Gold standard	superkingdom	Shannon equitability	7	0.0
Gold standard	phylum	Shannon diversity	7	0.3472885496798168
Gold standard	phylum	Shannon equitability	7	0.1670104894601974
Gold standard	class	Shannon diversity	7	0.6591240076051638
Gold standard	class	Shannon equitability	7	0.22804125656310906
Gold standard	order	Shannon diversity	7	0.6706285621109692
Gold standard	order	Shannon equitability	7	0.20583446631640215
Gold standard	family	Shannon diversity	7	0.8201525864586316
Gold standard	family	Shannon equitability	7	0.20964922377006093
Gold standard	genus	Shannon diversity	7	0.849279216098465
Gold standard	genus	Shannon equitability	7	0.1679663625530486
Gold standard	species	Shannon diversity	7	2.6218391072780776
Gold standard	species	Shannon equitability	7	0.4156306582068289
Gold standard	strain	Shannon diversity	7	1.8688430944124432
Gold standard	strain	Shannon equitability	7	0.28004790186786865
Gold standard	superkingdom	True positives	7	1.0
Gold standard	superkingdom	False negatives	7	0.0
Gold standard	superkingdom	False positives	7	0.0
Gold standard	superkingdom	Purity (precision)	7	1.0
Gold standard	superkingdom	Completeness (recall)	7	1.0
Gold standard	superkingdom	F1 score	7	1.0
Gold standard	superkingdom	Jaccard index	7	1.0
Gold standard	superkingdom	Taxon counts	7	1.0
Gold standard	phylum	True positives	7	4.0
Gold standard	phylum	False negatives	7	0.0
Gold standard	phylum	False positives	7	0.0
Gold standard	phylum	Purity (precision)	7	1.0
Gold standard	phylum	Completeness (recall)	7	1.0
Gold standard	phylum	F1 score	7	1.0
Gold standard	phylum	Jaccard index	7	1.0
Gold standard	phylum	Taxon counts	7	4.0
Gold standard	class	True positives	7	10.0
Gold standard	class	False negatives	7	0.0
Gold standard	class	False positives	7	0.0
Gold standard	class	Purity (precision)	7	1.0
Gold standard	class	Completeness (recall)	7	1.0
Gold standard	class	F1 score	7	1.0
Gold standard	class	Jaccard index	7	1.0
Gold standard	class	Taxon counts	7	10.0
Gold standard	order	True positives	7	13.0
Gold standard	order	False negatives	7	0.0
Gold standard	order	False positives	7	0.0
Gold standard	order	Purity (precision)	7	1.0
Gold standard	order	Completeness (recall)	7	1.0
Gold standard	order	F1 score	7	1.0
Gold standard	order	Jaccard index	7	1.0
Gold standard	order	Taxon counts	7	13.0
Gold standard	family	True positives	7	21.0
Gold standard	family	False negatives	7	0.0
Gold standard	family	False positives	7	0.0
Gold standard	family	Purity (precision)	7	1.0
Gold standard	family	Completeness (recall)	7	1.0
Gold standard	family	F1 score	7	1.0
Gold standard	family	Jaccard index	7	1.0
Gold standard	family	Taxon counts	7	21.0
Gold standard	genus	True positives	7	34.0
Gold standard	genus	False negatives	7	0.0
Gold standard	genus	False positives	7	0.0
Gold standard	genus	Purity (precision)	7	1.0
Gold standard	genus	Completeness (recall)	7	1.0
Gold standard	genus	F1 score	7	1.0
Gold standard	genus	Jaccard index	7	1.0
Gold standard	genus	Taxon counts	7	34.0
Gold standard	species	True positives	7	68.0
Gold standard	species	False negatives	7	0.0
Gold standard	species	False positives	7	0.0
Gold standard	species	Purity (precision)	7	1.0
Gold standard	species	Completeness (recall)	7	1.0
Gold standard	species	F1 score	7	1.0
Gold standard	species	Jaccard index	7	1.0
Gold standard	species	Taxon counts	7	68.0
Gold standard	strain	True positives	7	76.0
Gold standard	strain	False negatives	7	0.0
Gold standard	strain	False positives	7	0.0
Gold standard	strain	Purity (precision)	7	1.0
Gold standard	strain	Completeness (recall)	7	1.0
Gold standard	strain	F1 score	7	1.0
Gold standard	strain	Jaccard index	7	1.0
Gold standard	strain	Taxon counts	7	76.0
Gold standard	superkingdom	L1 norm error	7	0.0
Gold standard	phylum	L1 norm error	7	0.0
Gold standard	class	L1 norm error	7	0.0
Gold standard	order	L1 norm error	7	0.0
Gold standard	family	L1 norm error	7	0.0
Gold standard	genus	L1 norm error	7	0.0
Gold standard	species	L1 norm error	7	0.0
Gold standard	strain	L1 norm error	7	0.0
Gold standard	na	Weighted UniFrac error	7	0.0
Gold standard	na	Unweighted UniFrac error	7	0.0
Gold standard	superkingdom	Bray-Curtis distance	8	0.0
Gold standard	phylum	Bray-Curtis distance	8	0.0
Gold standard	class	Bray-Curtis distance	8	0.0
Gold standard	order	Bray-Curtis distance	8	0.0
Gold standard	family	Bray-Curtis distance	8	0.0
Gold standard	genus	Bray-Curtis distance	8	0.0
Gold standard	species	Bray-Curtis distance	8	0.0
Gold standard	strain	Bray-Curtis distance	8	0.0
Gold standard	superkingdom	Shannon diversity	8	0.0
Gold standard	superkingdom	Shannon equitability	8	0.0
Gold standard	phylum	Shannon diversity	8	1.094802888743575
Gold standard	phylum	Shannon equitability	8	0.5264888994470891
Gold standard	class	Shannon diversity	8	1.1367486918458196
Gold standard	class	Shannon equitability	8	0.39328805671462586
Gold standard	order	Shannon diversity	8	1.1367486918458196
Gold standard	order	Shannon equitability	8	0.34889963467323276
Gold standard	family	Shannon diversity	8	1.3027341684710878
Gold standard	family	Shannon equitability	8	0.33300779843663314
Gold standard	genus	Shannon diversity	8	1.3404518318796685
Gold standard	genus	Shannon equitability	8	0.2651081224061118
Gold standard	species	Shannon diversity	8	1.5788065942130458
Gold standard	species	Shannon equitability	8	0.25028249144368725
Gold standard	strain	Shannon diversity	8	0.7581662238129623
Gold standard	strain	Shannon equitability	8	0.11361192434010006
Gold standard	superkingdom	True positives	8	1.0
Gold standard	superkingdom	False negatives	8	0.0
Gold standard	superkingdom	False positives	8	0.0
Gold standard	superkingdom	Purity (precision)	8	1.0
Gold standard	superkingdom	Completeness (recall)	8	1.0
Gold standard	superkingdom	F1 score	8	1.0
Gold standard	superkingdom	Jaccard index	8	1.0
Gold standard	superkingdom	Taxon counts	8	1.0
Gold standard	phylum	True positives	8	5.0
Gold standard	phylum	False negatives	8	0.0
Gold standard	phylum	False positives	8	0.0
Gold standard	phylum	Purity (precision)	8	1.0
Gold standard	phylum	Completeness (recall)	8	1.0
Gold standard	phylum	F1 score	8	1.0
Gold standard	phylum	Jaccard index	8	1.0
Gold standard	phylum	Taxon counts	8	5.0
Gold standard	class	True positives	8	7.0
Gold standard	class	False negatives	8	0.0
Gold standard	class	False positives	8	0.0
Gold standard	class	Purity (precision)	8	1.0
Gold standard	class	Completeness (recall)	8	1.0
Gold standard	class	F1 score	8	1.0
Gold standard	class	Jaccard index	8	1.0
Gold standard	class	Taxon counts	8	7.0
Gold standard	order	True positives	8	7.0
Gold standard	order	False negatives	8	0.0
Gold standard	order	False positives	8	0.0
Gold standard	order	Purity (precision)	8	1.0
Gold standard	order	Completeness (recall)	8	1.0
Gold standard	order	F1 score	8	1.0
Gold standard	order	Jaccard index	8	1.0
Gold standard	order	Taxon counts	8	7.0
Gold standard	family	True positives	8	15.0
Gold standard	family	False negatives	8	0.0
Gold standard	family	False positives	8	0.0
Gold standard	family	Purity (precision)	8	1.0
Gold standard	family	Completeness (recall)	8	1.0
Gold standard	family	F1 score	8	1.0
Gold standard	family	Jaccard index	8	1.0
Gold standard	family	Taxon counts	8	15.0
Gold standard	genus	True positives	8	21.0
Gold standard	genus	False negatives	8	0.0
Gold standard	genus	False positives	8	0.0
Gold standard	genus	Purity (precision)	8	1.0
Gold standard	genus	Completeness (recall)	8	1.0
Gold standard	genus	F1 score	8	1.0
Gold standard	genus	Jaccard index	8	1.0
Gold standard	genus	Taxon counts	8	21.0
Gold standard	species	True positives	8	92.0
Gold standard	species	False negatives	8	0.0
Gold standard	species	False positives	8	0.0
Gold standard	species	Purity (precision)	8	1.0
Gold standard	species	Completeness (recall)	8	1.0
Gold standard	species	F1 score	8	1.0
Gold standard	species	Jaccard index	8	1.0
Gold standard	species	Taxon counts	8	92.0
Gold standard	strain	True positives	8	113.0
Gold standard	strain	False negatives	8	0.0
Gold standard	strain	False positives	8	0.0
Gold standard	strain	Purity (precision)	8	1.0
Gold standard	strain	Completeness (recall)	8	1.0
Gold standard	strain	F1 score	8	1.0
Gold standard	strain	Jaccard index	8	1.0
Gold standard	strain	Taxon counts	8	113.0
Gold standard	superkingdom	L1 norm error	8	0.0
Gold standard	phylum	L1 norm error	8	0.0
Gold standard	class	L1 norm error	8	0.0
Gold standard	order	L1 norm error	8	0.0
Gold standard	family	L1 norm error	8	0.0
Gold standard	genus	L1 norm error	8	0.0
Gold standard	species	L1 norm error	8	0.0
Gold standard	strain	L1 norm error	8	0.0
Gold standard	na	Weighted UniFrac error	8	0.0
Gold standard	na	Unweighted UniFrac error	8	0.0
Gold standard	superkingdom	Bray-Curtis distance	9	0.0
Gold standard	phylum	Bray-Curtis distance	9	0.0
Gold standard	class	Bray-Curtis distance	9	0.0
Gold standard	order	Bray-Curtis distance	9	0.0
Gold standard	family	Bray-Curtis distance	9	0.0
Gold standard	genus	Bray-Curtis distance	9	0.0
Gold standard	species	Bray-Curtis distance	9	0.0
Gold standard	strain	Bray-Curtis distance	9	0.0
Gold standard	superkingdom	Shannon diversity	9	0.0
Gold standard	superkingdom	Shannon equitability	9	0.0
Gold standard	phylum	Shannon diversity	9	1.0912009616423455
Gold standard	phylum	Shannon equitability	9	0.5247567386582267
Gold standard	class	Shannon diversity	9	1.174346494479056
Gold standard	class	Shannon equitability	9	0.40629600371332025
Gold standard	order	Shannon diversity	9	1.1754170702257842
Gold standard	order	Shannon equitability	9	0.36076803020071657
Gold standard	family	Shannon diversity	9	1.4876576064126097
Gold standard	family	Shannon equitability	9	0.380278337920918
Gold standard	genus	Shannon diversity	9	1.519688382467835
Gold standard	genus	Shannon equitability	9	0.3005566661455354
Gold standard	species	Shannon diversity	9	1.9123726038024182
Gold standard	species	Shannon equitability	9	0.30316150287356436
Gold standard	strain	Shannon diversity	9	1.8580917514402713
Gold standard	strain	Shannon equitability	9	0.27843680297432283
Gold standard	superkingdom	True positives	9	1.0
Gold standard	superkingdom	False negatives	9	0.0
Gold standard	superkingdom	False positives	9	0.0
Gold standard	superkingdom	Purity (precision)	9	1.0
Gold standard	superkingdom	Completeness (recall)	9	1.0
Gold standard	superkingdom	F1 score	9	1.0
Gold standard	superkingdom	Jaccard index	9	1.0
Gold standard	superkingdom	Taxon counts	9	1.0
Gold standard	phylum	True positives	9	5.0
Gold standard	phylum	False negatives	9	0.0
Gold standard	phylum	False positives	9	0.0
Gold standard	phylum	Purity (precision)	9	1.0
Gold standard	phylum	Completeness (recall)	9	1.0
Gold standard	phylum	F1 score	9	1.0
Gold standard	phylum	Jaccard index	9	1.0
Gold standard	phylum	Taxon counts	9	5.0
Gold standard	class	True positives	9	8.0
Gold standard	class	False negatives	9	0.0
Gold standard	class	False positives	9	0.0
Gold standard	class	Purity (precision)	9	1.0
Gold standard	class	Completeness (recall)	9	1.0
Gold standard	class	F1 score	9	1.0
Gold standard	class	Jaccard index	9	1.0
Gold standard	class	Taxon counts	9	8.0
Gold standard	order	True positives	9	9.0
Gold standard	order	False negatives	9	0.0
Gold standard	order	False positives	9	0.0
Gold standard	order	Purity (precision)	9	1.0
Gold standard	order	Completeness (recall)	9	1.0
Gold standard	order	F1 score	9	1.0
Gold standard	order	Jaccard index	9	1.0
Gold standard	order	Taxon counts	9	9.0
Gold standard	family	True positives	9	17.0
Gold standard	family	False negatives	9	0.0
Gold standard	family	False positives	9	0.0
Gold standard	family	Purity (precision)	9	1.0
Gold standard	family	Completeness (recall)	9	1.0
Gold standard	family	F1 score	9	1.0
Gold standard	family	Jaccard index	9	1.0
Gold standard	family	Taxon counts	9	17.0
Gold standard	genus	True positives	9	24.0
Gold standard	genus	False negatives	9	0.0
Gold standard	genus	False positives	9	0.0
Gold standard	genus	Purity (precision)	9	1.0
Gold standard	genus	Completeness (recall)	9	1.0
Gold standard	genus	F1 score	9	1.0
Gold standard	genus	Jaccard index	9	1.0
Gold standard	genus	Taxon counts	9	24.0
Gold standard	species	True positives	9	95.0
Gold standard	species	False negatives	9	0.0
Gold standard	species	False positives	9	0.0
Gold standard	species	Purity (precision)	9	1.0
Gold standard	species	Completeness (recall)	9	1.0
Gold standard	species	F1 score	9	1.0
Gold standard	species	Jaccard index	9	1.0
Gold standard	species	Taxon counts	9	95.0
Gold standard	strain	True positives	9	122.0
Gold standard	strain	False negatives	9	0.0
Gold standard	strain	False positives	9	0.0
Gold standard	strain	Purity (precision)	9	1.0
Gold standard	strain	Completeness (recall)	9	1.0
Gold standard	strain	F1 score	9	1.0
Gold standard	strain	Jaccard index	9	1.0
Gold standard	strain	Taxon counts	9	122.0
